itemid,locationid,transactiondate,transferquantity
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-12-23,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-15,-1
a0W5700000OaJ2cEAF,a0XD000000D3A2WMAV,2020-02-07,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-11-15,0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-02-24,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-11,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-10-25,-5
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-09-24,-4
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-03-12,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-10-21,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-31,-11
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-06-26,1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-11-09,-1
a0W5700000MYVQOEA5,a0X57000011fDIhEAM,2018-10-24,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-01-21,120
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-01-07,-8
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-16,59
a0W5700000OaJ2cEAF,a0XD000000D3A2WMAV,2019-09-19,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-29,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-12,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-03-11,-1
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2018-09-13,2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-06-20,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-24,-1
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2019-07-10,-9
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-09-24,-2
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2018-07-24,-1
a0W5700000OaJ2cEAF,a0XD000000D3A2WMAV,2020-03-30,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-04-06,-3
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2018-08-27,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-05-11,132
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2020-02-06,0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-12-31,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-26,-8
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2018-09-25,-2
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2019-08-15,-5
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2020-04-22,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-04-07,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-08-22,-7
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-02-10,-11
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-13,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-13,-3
a0W5700000MYVQOEA5,a0XD000000A1ghxMAB,2019-11-25,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-10-12,-1
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2019-03-13,0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-10-06,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-09-24,-7
a0W5700000MYVQOEA5,a0X5700000hcYHYEA2,2019-07-11,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-07-02,-6
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-03-25,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-10-07,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-09-27,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-02-20,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-10-19,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-09-09,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-10-14,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-04-11,-3
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-07-26,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-12-31,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-09-12,-2
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-07-11,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-07-10,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-10-31,0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-04,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-03,-7
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-08-27,-28
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-10-24,-1
a0W5700000OaJ2cEAF,a0X5700001C7jz6EAB,2019-07-31,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-11-02,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-10-19,-4
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-23,8
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-11-20,-5
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-26,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-27,-5
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-08-22,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-05-17,-16
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-11,-1
a0W5700000OaJ2cEAF,a0XD000000HELtaMAH,2019-11-04,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-05-27,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-07-27,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-11-24,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-18,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-11-11,-5
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-09-29,-4
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-02-09,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-24,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-09-27,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-11-14,-4
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-08-23,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-10-11,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-08-12,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-11-12,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-02,-7
a0W5700000MYVQOEA5,a0X57000011fDIhEAM,2018-11-09,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-01-19,-1
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-05-28,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-07-22,-4
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-05-28,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-05-24,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-10-08,-22
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-12-23,-3
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-08-18,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-11-28,-4
a0W5700000MYVQOEA5,a0X5700000mB0JIEA0,2018-07-11,-5
a0W5700000OaJ2cEAF,a0X5700000mB0JNEA0,2019-07-10,-6
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-12-16,-40
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-08-28,-19
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-07,-2
a0W5700000OaJ2cEAF,a0X5700000hcYHYEA2,2020-04-30,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-19,-8
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2018-09-18,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-29,-11
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-06-07,-2
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2019-01-04,0
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-03-24,-1
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-12-17,0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-07-31,-146
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-10-23,9
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-12-04,-2
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2019-04-12,0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-01-20,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-02-27,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-06-26,-12
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-07-31,-210
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-30,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-28,-5
a0W5700000MYVQOEA5,a0X5700000hcYHYEA2,2018-07-31,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-23,386
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-13,12
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-08-26,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-12-04,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-10-18,-3
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2018-05-29,-16
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-05-18,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-08-20,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-05-04,0
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2018-09-19,-5
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-01-02,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-02,-19
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-06-10,-11
a0W5700000OaJ2cEAF,a0X5700001C7jz6EAB,2019-12-14,-1
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-05-14,-1
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2019-07-06,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-16,-10
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-06-13,-4
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-04,-1
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-02-19,-9
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-10-24,-11
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-04-01,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-05-31,-20
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-05-14,-5
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-07-20,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-12-17,-4
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2019-07-02,-3
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-01-30,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-02-07,-6
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-09-01,-26
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-09-10,-9
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-02-07,-1
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2019-10-21,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-18,-5
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-07-11,-6
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2019-05-12,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-20,-4
a0W5700000MYVQOEA5,a0X57000011fDGvEAM,2018-09-07,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-17,-6
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2020-01-22,-5
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-03-06,-2
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-09-05,-2
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2018-07-30,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-04-10,19
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2019-10-08,-10
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-29,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-12-26,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-10-05,-2
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-12-05,0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-07-27,-1
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2019-04-02,3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-07,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-03,135
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-20,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-08-30,0
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-10-09,-2
a0W5700000MYVQOEA5,a0X5700000xnRgkEAE,2018-10-09,-6
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-10-23,-15
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-09-17,-14
a0W5700000MYVQOEA5,a0X57000019oxgJEAQ,2020-05-06,-108
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-11-25,-10
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-10-30,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-21,-1
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-08-28,8
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-06-25,-2
a0W5700000OaJ2cEAF,a0XD000000D3A2WMAV,2020-03-17,-4
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-08,0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-10-22,51
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-10-11,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-09-03,0
a0W5700000MYVQOEA5,a0X57000011fDISEA2,2020-05-08,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-04-04,-95
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-02-04,-8
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-04-09,-3
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2018-12-27,-31
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-04-18,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-06-26,-5
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-19,-4
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-06-27,-26
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-02-08,-4
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-22,-3
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-08-13,-6
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-24,-5
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-04-14,-3
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-05-02,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-07-27,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-18,-3
a0W5700000MYVQOEA5,a0X5700000hcYHYEA2,2019-03-29,-2
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-01-13,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-04-25,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-09-01,-2
a0W5700000OaJ2cEAF,a0X5700000hcYHYEA2,2019-10-29,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-25,-13
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-08,-2
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2018-08-07,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-11-05,-1
a0W5700000OaJ2cEAF,a0XD000000D3A2WMAV,2019-06-18,-5
a0W5700000OaJ2cEAF,a0X57000011fDGvEAM,2019-12-30,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-03-02,-7
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-11-06,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-06-18,0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-24,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-19,-91
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2018-11-06,-7
a0W5700000MYVQOEA5,a0XD000000588bDMAQ,2018-11-27,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-02,-19
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-25,-4
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-06-26,-6
a0W5700000OaJ2cEAF,a0X5700000xnRgkEAE,2019-12-10,-1
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-06-30,-1
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-02-22,37
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-05-29,-1
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2018-07-12,-7
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-09,36
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-08-18,-1
a0W5700000MYVQOEA5,a0X57000011fDISEA2,2019-09-24,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-18,-7
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2018-09-18,0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-02-09,-4
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-05,-1
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-09-27,0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-08-06,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-10-07,-3
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-04-11,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-05-11,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-06-05,-15
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-10-05,-1
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2018-09-18,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-10-03,-12
a0W5700000OaJ2cEAF,a0XD000000HELtaMAH,2019-08-05,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-18,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-06-21,-1
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-02-14,-1
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-01-17,1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-25,-11
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-04-14,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-02-14,-1
a0W5700000MYVQOEA5,a0X57000011fDGvEAM,2019-04-02,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-08,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-01-28,-14
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-02,-7
a0W5700000MYVQOEA5,a0X5700000hcYHYEA2,2019-02-26,-1
a0W5700000MYVQOEA5,a0X57000011fDGvEAM,2018-11-09,-1
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2020-05-11,-2
a0W5700000MYVQOEA5,a0X57000011fDISEA2,2019-08-05,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-08-26,-5
a0W5700000MYVQOEA5,a0X57000011fDGvEAM,2019-03-22,-6
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2020-01-16,19
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-06-13,-8
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2018-10-04,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-04-26,-4
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2018-08-21,-1
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-01-08,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-04-09,-1
a0W5700000OaJ2cEAF,a0X5700000mB0JNEA0,2020-04-10,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-04-15,0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-06-14,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-29,-10
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-06-20,-1
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-08-14,0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-13,-7
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-12-12,-6
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-06-15,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-02-16,-1
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2020-05-12,5
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-28,477
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-01-14,-18
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-21,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-10-11,-8
a0W5700000MYVQOEA5,a0X57000011fDISEA2,2019-02-26,-1
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-10-30,0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-01-25,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-06-24,-3
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-09-19,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-09,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-04-02,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-09-19,-1
a0W5700000OaJ2cEAF,a0XD000000HELtaMAH,2019-07-17,-1
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-08-19,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-16,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-12-06,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-04,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-06-19,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-15,-19
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-21,-1
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2018-11-12,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-06-29,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-02-20,-4
a0W5700000OaJ2cEAF,a0X5700000hcYHYEA2,2019-12-05,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-09-06,-4
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-05-29,-45
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-07-22,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-11-15,-1
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-04-06,0
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2020-01-10,0
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-12,-18
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-06-14,0
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-01-09,-5
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-10-06,-2
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-11-11,-2
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-09-15,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-10-11,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-10-10,-7
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2020-05-25,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-02-05,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-12-20,18
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-06-03,0
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-07-18,-3
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-04-09,-9
a0W5700000MYVQOEA5,a0X5700000xnRgkEAE,2018-12-14,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-13,-15
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-01-27,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-06-07,-6
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-12,-4
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-08-02,-2
a0W5700000MYVQOEA5,a0X57000011fDGvEAM,2018-10-02,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-09-11,-2
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2018-10-17,-2
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-10-14,-1
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2018-08-17,-4
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-07-02,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-01-27,-2
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-06-11,0
