itemid,locationid,transactiondate,transferquantity
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-05-20,-4
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-27,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-11-07,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-12-09,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-05-01,-3
a0W5700000OaJ2cEAF,a0X5700001C7jz6EAB,2020-01-06,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-06,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-09-13,-4
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-22,-3
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2018-07-03,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-05-28,-16
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-08-21,-2
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-11-15,0
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2019-07-10,-1
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-07-01,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-08-25,-2
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-09-23,-1
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-09-01,-1
a0W5700000OaJ2cEAF,a0X57000011fDGvEAM,2020-03-02,-1
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2019-11-07,-3
a0W5700000OaJ2cEAF,a0XD000000D3A2WMAV,2019-07-26,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-09-28,-4
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-03-18,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-06-25,-4
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-06-12,-12
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-02-07,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-14,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-11-09,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-11-21,-5
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2019-06-27,0
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-06-11,-3
a0W5700000OaJ2cEAF,a0X5700000mB0JIEA0,2019-10-08,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-10-02,-4
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2018-08-22,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-14,-1
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2020-01-08,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-21,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-19,-15
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2020-05-07,-2
a0W5700000MYVQOEA5,a0X5700000mB0JIEA0,2019-11-07,-4
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-08-08,-5
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-05-26,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-02,-6
a0W5700000OaJ2cEAF,a0X57000011fDGvEAM,2019-07-25,-2
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2020-05-11,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-12,-8
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-21,-2
a0W5700000OaJ2cEAF,a0XD000000HELtaMAH,2019-07-31,-1
a0W5700000MYVQOEA5,a0X5700000mB0JIEA0,2019-05-07,-7
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-03-25,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-21,-5
a0W5700000MYVQOEA5,a0X57000011fDGvEAM,2018-08-22,0
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-09-12,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-12,-4
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-10-27,-1
a0W5700000OaJ2cEAF,a0X57000011fDGvEAM,2019-08-22,-7
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2020-05-01,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-01-27,-1
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2019-07-30,-2
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-11,-2
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-08-26,-2
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-10-13,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-08,-2
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2020-01-09,-1
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2020-01-08,1
a0W5700000OaJ2cEAF,a0X5700000hcYHYEA2,2019-08-22,-3
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-08-29,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-11-04,-1
a0W5700000OaJ2cEAF,a0X57000011fDGvEAM,2019-11-06,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-08-28,-5
a0W5700000MYVQOEA5,a0XD000000A1ghxMAB,2019-10-09,-4
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2018-10-03,-23
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-12-19,-3
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-07-16,-1
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2020-01-15,1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-07-15,-4
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-01-19,1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-11-28,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-04-12,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-01-08,-6
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2020-05-08,-8
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-09-29,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-11,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-11-01,1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-15,-8
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-07-02,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-04-07,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-04-22,-1
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2019-04-23,0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-04-21,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-09-21,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-12-09,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-05-30,-8
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-11-30,-14
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-04-02,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-11-11,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-04-09,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-11-21,-3
a0W5700000OaJ2cEAF,a0XD000000HELtaMAH,2019-08-21,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-04-30,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-11-10,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-10-16,0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-08-06,-1
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-12-11,14
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-03-27,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-12-28,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-12-24,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-12,-7
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-04-17,0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-07,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-08-10,0
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-07-24,-2
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2020-01-29,0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-15,-5
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-10-20,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-05-15,-3
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2019-07-03,1
a0W5700000OaJ2cEAF,a0X5700000hcYHYEA2,2020-04-01,-1
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2019-03-18,-4
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2020-01-25,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-13,-5
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-02-18,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-11-30,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-03-04,-3
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2020-03-05,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-29,-4
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-08,-6
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-01-10,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-06,-9
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-02-08,-4
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-23,-5
a0W5700000OaJ2cEAF,a0XD000000HELtaMAH,2019-08-09,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-01-08,-7
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-04-11,-1
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-01-30,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-02,-2
a0W5700000MYVQOEA5,a0X5700000hcYHYEA2,2018-12-20,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-11-18,-10
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-07-17,19
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-19,-8
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2019-05-20,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-07,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-19,-1
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2018-09-11,-10
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-10-15,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-12-11,-8
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-04,-4
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-05-31,-14
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-10-18,-5
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-17,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-10-01,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-06-04,-22
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-07-13,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-12-16,-4
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-26,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-09,65
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-01-29,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-07-21,-1
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-08-29,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-08-27,177
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-01-12,-1
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-08-16,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-08-17,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-05,-8
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-28,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-05,-34
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2020-03-03,-3
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-10-28,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-09-05,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-02-27,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-17,10
a0W5700000OaJ2cEAF,a0X5700000mB0JNEA0,2019-07-11,-1
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2018-12-19,-5
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-02-07,-4
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-24,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-12-27,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-05-16,-4
a0W5700000MYVQOEA5,a0X57000011fDIhEAM,2018-11-01,0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-09-26,-3
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-06-18,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-01-18,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-11-06,-1
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2018-08-20,-19
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-11-20,-58
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-02-21,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-01-24,-42
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-12-23,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-10-17,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-04-28,-7
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-05-21,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-01-05,-2
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2020-01-21,-1
a0W5700000OaJ2cEAF,a0XD000000D3A2WMAV,2020-01-30,-10
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2019-11-06,-1
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-08-06,-7
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-05-06,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-03-01,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-08-07,-13
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-04-15,-1
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2019-04-26,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-03,-7
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-26,-2
a0W5700000MYVQOEA5,a0X5700000xnRgfEAE,2019-01-04,-2
a0W5700000OaJ2cEAF,a0X57000011fDGvEAM,2019-11-25,-4
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-13,-19
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-10-22,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-03-05,-7
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-02-02,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-05-03,-4
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-12-01,-1
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2018-08-01,-11
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-06-25,-4
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-09-18,-3
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-01-15,-1
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2020-03-24,-265
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-11-24,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-10-02,-5
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-07-30,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-01-07,-3
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-04-29,0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-02-26,-5
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-15,-4
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2020-01-30,-1
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-07-02,-6
a0W5700000MYVQOEA5,a0X5700000mB0JNEA0,2019-06-27,-2
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-11-14,-1
a0W5700000MYVQOEA5,a0X5700000hcYHYEA2,2019-05-02,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-12-10,-201
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-08-15,-1
a0W5700000MYVQOEA5,a0XD000000588bIMAQ,2018-12-20,0
a0W5700000OaJ2cEAF,a0X5700000hcYHYEA2,2020-04-23,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-03-12,-7
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-13,-7
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-12-13,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-11-20,2
a0W5700000OaJ2cEAF,a0X57000019oxgEEAQ,2019-10-22,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2020-02-18,-1
a0W5700000OaJ2cEAF,a0X5700000hcYHYEA2,2020-04-08,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-01-30,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-07-27,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-08-01,-6
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-02-12,-3
a0W5700000OaJ2cEAF,a0XD000000HELtaMAH,2020-04-24,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-06-07,-8
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2019-04-01,0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-08-03,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-10-17,-18
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-17,-9
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-01-03,-11
a0W5700000MYVQOEA5,a0X5700000mB0JIEA0,2019-08-22,-9
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-05-29,-10
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-07-01,-5
a0W5700000OaJ2cEAF,a0X5700001C7jz6EAB,2019-08-15,-1
a0W5700000MYVQOEA5,a0X57000011fDGvEAM,2018-07-10,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-11-29,0
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-06-17,-4
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-10-31,-1
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-01-03,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-03-22,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-05-20,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-11-28,-19
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-02-26,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-10-26,-9
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-02-26,-25
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-05-26,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-20,-6
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-10-30,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-10-14,-4
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-10-11,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-29,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-01-21,-2
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-11-06,-5
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-06-19,-70
a0W5700000MYVQOEA5,a0XD000000HELtaMAH,2019-09-27,-3
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2018-09-17,-13
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-10-21,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-07-20,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-03,-2
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2020-03-22,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-12-06,-3
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2020-02-17,-1
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-02-04,7
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-07-03,-3
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-11-04,-5
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-09,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-08-06,-2
a0W5700000MYVQOEA5,a0XD000000A1ghxMAB,2019-09-12,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-11-13,0
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-10-11,-4
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-08-29,-12
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2020-02-07,-1
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-06-24,-1
a0W5700000MYVQOEA5,a0X57000011fDIcEAM,2019-01-02,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-11-18,-40
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-16,-4
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-04-03,-1
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2020-05-26,-1
a0W5700000MYVQOEA5,a0X57000011fDISEA2,2019-02-01,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-02-22,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-08-13,-3
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-07-06,-1
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2019-07-31,0
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-06-27,0
a0W5700000OaJ2cEAF,a0XD000000588bIMAQ,2020-04-01,0
a0W5700000OaJ2cEAF,a0XD000000SKq1hMAD,2019-10-07,-1
a0W5700000OaJ2cEAF,a0X57000011fDIcEAM,2019-11-19,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-04-08,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-11-12,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-08-14,0
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2018-10-19,47
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-12-20,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-01-28,-13
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-07-05,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-04-09,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-06-18,-5
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-10-13,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-04-09,-3
a0W5700000MYVQOEA5,a0X5700001C7jz6EAB,2018-11-01,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-18,-14
a0W5700000MYVQOEA5,a0XD000000D3A2WMAV,2018-09-19,-1
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2018-08-08,-3
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-03-31,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-09-20,-3
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-11-23,107
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2019-10-31,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-06-06,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGVMA4,2020-01-02,-6
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-08-13,-1
a0W5700000OaJ2cEAF,a0X5700001C7jz6EAB,2019-06-23,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-05-23,-1
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-06-07,-13
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2019-06-21,-1
a0W5700000MYVQOEA5,a0X57000011fDIhEAM,2018-09-07,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2018-09-25,-11
a0W5700000OaJ2cEAF,a0X57000011fDIhEAM,2020-03-30,0
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2018-05-14,-1
a0W5700000MYVQOEA5,a0XD0000005JVGQMA4,2019-09-27,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2018-09-26,-2
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-05-25,-11
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-05-24,-4
a0W5700000OaJ2cEAF,a0X5700000mB0JNEA0,2019-11-11,-6
a0W5700000OaJ2cEAF,a0XD000000588bmMAA,2020-05-23,-1
a0W5700000MYVQOEA5,a0X57000019oxgEEAQ,2019-08-16,-1
a0W5700000MYVQOEA5,a0XD000000588bmMAA,2019-09-14,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2020-04-19,-3
a0W5700000MYVQOEA5,a0XD000000SKq1hMAD,2019-04-25,-1
a0W5700000MYVQOEA5,a0X57000011fDGvEAM,2018-11-29,-1
a0W5700000OaJ2cEAF,a0XD0000005JVGQMA4,2019-08-16,-15
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-02-06,-2
a0W5700000MYVQOEA5,a0XD0000005JVGVMA4,2019-01-02,-12
